"Id","SalePrice"
1461,117050.825887338
1462,160983.14008492
1463,183665.402738301
1464,187851.755105054
1465,194083.301038039
1466,175432.667633207
1467,170492.572190106
1468,166929.315187421
1469,186721.904947662
1470,127395.283534774
1471,179799.884965283
1472,94316.6121933098
1473,93998.4879681207
1474,149329.531920286
1475,134937.588701124
1476,374862.99352177
1477,267740.719378469
1478,293052.048925308
1479,289310.710429838
1480,486584.147514061
1481,340450.944079059
1482,203636.776244333
1483,172986.191890005
1484,172035.070763656
1485,180848.657168361
1486,191525.522536056
1487,344827.491831147
1488,240397.996081335
1489,205198.262603004
1490,229569.363139721
1491,190106.274058422
1492,87899.5141340301
1493,179623.146874497
1494,302099.731894639
1495,297977.602175586
1496,242151.605080925
1497,179903.821567357
1498,168681.429496322
1499,165748.324259666
1500,149085.283427871
1501,168217.861554321
1502,156915.760504015
1503,287875.185219236
1504,247121.907534169
1505,229762.387449619
1506,183293.048377437
1507,226730.471754228
1508,195276.566965627
1509,169178.962989481
1510,151730.907045163
1511,150399.212819104
1512,173065.267885543
1513,140226.583220981
1514,149670.971961673
1515,179981.952549642
1516,149225.343632589
1517,157161.393519912
1518,135463.604435089
1519,214314.602805297
1520,138282.487435233
1521,141200.345009026
1522,166691.818033359
1523,117592.950967951
1524,127107.632291015
1525,123909.319301757
1526,119637.350199646
1527,103599.339820578
1528,130433.261449725
1529,151931.81300102
1530,174298.095978919
1531,101248.632440804
1532,97803.0553973469
1533,144055.634948921
1534,119950.436551185
1535,150363.143906598
1536,112766.348587086
1537,58808.9423944782
1538,163712.913434389
1539,212646.857695428
1540,87683.5733346251
1541,141357.170252502
1542,140881.453460318
1543,220386.857868214
1544,83787.9734342301
1545,107473.903743
1546,126589.394939416
1547,140849.545118905
1548,134603.764997617
1549,112718.442876236
1550,144159.199372742
1551,113302.054654176
1552,122207.579279668
1553,157416.071395364
1554,111994.622412053
1555,169143.846017055
1556,76403.2198119646
1557,114315.716358384
1558,90119.9721874727
1559,87819.9979827902
1560,138477.810053029
1561,119847.762991219
1562,128651.844887312
1563,121921.993157319
1564,157996.06584387
1565,148680.364311938
1566,250194.610850644
1567,73454.0071445079
1568,230705.230659255
1569,131319.052823037
1570,135912.34398159
1571,121718.093608728
1572,149452.869304692
1573,243135.689577352
1574,112085.216855672
1575,227063.720292376
1576,211029.098989825
1577,191451.55040737
1578,146477.693211843
1579,142891.236332521
1580,191085.061731706
1581,150381.674054363
1582,132646.386270558
1583,304638.106176556
1584,226270.047553154
1585,144156.530875651
1586,65271.5353461447
1587,98193.8368327969
1588,155665.424303695
1589,93609.9594930271
1590,138605.477614354
1591,97454.8713260365
1592,118051.043817015
1593,122697.116783758
1594,128212.083829122
1595,114466.918242661
1596,240090.895299186
1597,193173.693032669
1598,220718.309324349
1599,178551.623166725
1600,176612.086252038
1601,63016.5838257531
1602,112781.547646739
1603,78549.1506584009
1604,278737.686799569
1605,231015.022063798
1606,171254.508375056
1607,161803.954605159
1608,207193.39701924
1609,187820.711474353
1610,154997.641579856
1611,139038.394346166
1612,161222.647586231
1613,154878.759885161
1614,130071.927628781
1615,85963.8572397806
1616,72552.4981888237
1617,89439.7633495017
1618,130585.87873832
1619,140709.693415613
1620,147453.777318603
1621,130070.661877959
1622,139265.482271767
1623,261555.099133112
1624,195729.4600126
1625,123826.118143668
1626,165383.234027352
1627,187716.644426045
1628,276327.735897675
1629,179798.788572483
1630,365285.539900634
1631,217572.762399232
1632,259155.872528216
1633,172720.948927929
1634,183684.496927591
1635,180079.435269859
1636,153848.734737988
1637,192872.198268675
1638,190521.522098248
1639,181437.106116641
1640,258837.150186599
1641,179959.288458633
1642,229512.451593589
1643,228915.261927418
1644,236035.233022884
1645,191806.899226351
1646,157986.571546
1647,162850.918954906
1648,135115.290101012
1649,138633.229593815
1650,113712.757465743
1651,121582.166345932
1652,94922.2578065299
1653,95390.7014897086
1654,147251.619557976
1655,158942.463323373
1656,143911.70788064
1657,146347.23234195
1658,147146.337518691
1659,143407.971064129
1660,151842.296103301
1661,473870.221449449
1662,432554.703298953
1663,393459.218744053
1664,481460.445650093
1665,314018.669840592
1666,344301.916670243
1667,370022.583197193
1668,340681.6974526
1669,296959.486223941
1670,364215.462873761
1671,280496.345091474
1672,436490.858633583
1673,318001.237767007
1674,249116.140928592
1675,183948.340001739
1676,182629.707625237
1677,213227.424972457
1678,440244.720635762
1679,413762.247880406
1680,334154.198706144
1681,241281.069007673
1682,322993.475441591
1683,183073.566841696
1684,176183.102295729
1685,175167.853103595
1686,174218.971661218
1687,169638.292936047
1688,187977.674758414
1689,193287.843412963
1690,193875.703162495
1691,180911.611965801
1692,266545.045554942
1693,173948.989525452
1694,181511.518609213
1695,168114.144540721
1696,269747.093216464
1697,169203.108797267
1698,385472.377948111
1699,325614.839442727
1700,250205.241463737
1701,267691.572982454
1702,261352.648082714
1703,255666.201717455
1704,296181.338321427
1705,228039.818139399
1706,427026.0740021
1707,216337.261191313
1708,204459.012557504
1709,276064.578052155
1710,219174.47410239
1711,256800.86636371
1712,267760.927386975
1713,281947.626297985
1714,225768.530756184
1715,209168.200507991
1716,181373.941096785
1717,177625.619035143
1718,132732.611121014
1719,201643.311864639
1720,244384.592068237
1721,173250.810294914
1722,128098.255991781
1723,153802.055694479
1724,211453.521256632
1725,235037.226682472
1726,186751.652077662
1727,160310.502914613
1728,186159.305311465
1729,162287.69814851
1730,155668.016413524
1731,119199.294043636
1732,123549.278208863
1733,118423.030223482
1734,120718.288593933
1735,134313.285046503
1736,115773.70296702
1737,346466.308333557
1738,221084.424406406
1739,284246.860328907
1740,217030.176367193
1741,190994.748804663
1742,167864.730324903
1743,174199.834460559
1744,313636.237042415
1745,237610.464224467
1746,194901.265830813
1747,231579.907749014
1748,232454.066910032
1749,154782.295371204
1750,124601.341132452
1751,240276.752882089
1752,122192.187960591
1753,146129.754009061
1754,184111.729654088
1755,164358.861145596
1756,122861.33857162
1757,122851.322061628
1758,142306.733249022
1759,160679.973364202
1760,161332.687952301
1761,135700.732953178
1762,170711.109124756
1763,177397.994016401
1764,121427.120869712
1765,162616.54135471
1766,177860.502449748
1767,205544.769933938
1768,150336.397389939
1769,172869.998745545
1770,146256.585545889
1771,130218.809592157
1772,140054.363004953
1773,129704.860523263
1774,131954.878545932
1775,140385.042284601
1776,125194.513900161
1777,112264.751487279
1778,142800.505381474
1779,120360.61433089
1780,175817.437431535
1781,134428.839361161
1782,92377.7016354731
1783,136800.194600956
1784,103079.53524627
1785,115726.314482803
1786,142349.466909951
1787,161912.719607162
1788,55431.7735461686
1789,100031.513909973
1790,72979.3888968619
1791,165554.626566035
1792,151655.973099359
1793,126926.418648739
1794,146905.676876077
1795,137706.199662926
1796,128643.298935024
1797,113409.617238759
1798,126076.149333408
1799,110284.490469808
1800,133453.979034577
1801,130736.499182761
1802,135765.744672508
1803,149246.922142667
1804,142205.233546553
1805,136956.698302952
1806,115865.193775693
1807,128436.589618379
1808,123523.617537393
1809,121096.528889904
1810,142992.252618848
1811,96583.9447943261
1812,100234.815261994
1813,121476.850514134
1814,94332.5143749511
1815,52712.6237122034
1816,93902.3483713766
1817,111571.761704257
1818,154036.684727889
1819,122070.610720118
1820,61196.1386736839
1821,111147.227884987
1822,145910.112151861
1823,42422.8573830642
1824,136504.76947853
1825,134917.520944422
1826,111020.430686609
1827,106077.885513966
1828,138806.397061031
1829,112660.395844643
1830,136275.825009894
1831,159055.652499615
1832,78119.2204057366
1833,135007.782738077
1834,121782.129428677
1835,126227.332883499
1836,127143.850417574
1837,87800.8829378944
1838,122072.90891788
1839,86017.3147755446
1840,148298.949532421
1841,143126.526917793
1842,78038.5462996353
1843,131900.877227549
1844,133793.885800507
1845,140012.193374943
1846,156940.721475184
1847,166533.478811579
1848,52679.3040729856
1849,109543.688980713
1850,121393.836298747
1851,152959.358917203
1852,130015.330650424
1853,135587.718479132
1854,175248.210040024
1855,154394.937851385
1856,214636.559376449
1857,151010.300962503
1858,134314.20663814
1859,123273.462783162
1860,149881.344493474
1861,122936.884180187
1862,291254.522941114
1863,282901.721486999
1864,282965.944655473
1865,315355.099584648
1866,323529.921350132
1867,232924.435146589
1868,293007.864744396
1869,197033.296630199
1870,228186.474078245
1871,247697.474135521
1872,171772.289528168
1873,233071.500814056
1874,145408.039606354
1875,198513.462924182
1876,188302.020839456
1877,214664.818954405
1878,207857.759880607
1879,135819.685602399
1880,136640.243644602
1881,249481.271237252
1882,251064.587064541
1883,190121.366559502
1884,206579.930826483
1885,247448.844271476
1886,287331.218414278
1887,204245.699749561
1888,278764.611493832
1889,164989.983728308
1890,128890.51790079
1891,132798.00721839
1892,104641.844335596
1893,132312.974376106
1894,127950.650342087
1895,139994.542965925
1896,125510.475654526
1897,105435.975663518
1898,107361.02997366
1899,152232.102113723
1900,157365.937290719
1901,180280.31176429
1902,151594.13392777
1903,219075.873270578
1904,144969.691368894
1905,197484.26363925
1906,166906.652109306
1907,199871.321513529
1908,107235.293074285
1909,135547.713764397
1910,120204.161363063
1911,218291.619860371
1912,322531.376684584
1913,145507.2722723
1914,58998.5987869671
1915,320406.063446458
1916,64566.9864479234
1917,245454.287196336
1918,139470.281169845
1919,160285.142335567
1920,136438.1408332
1921,421795.021255696
1922,317368.675134242
1923,221437.287155618
1924,227407.212548997
1925,204325.802720411
1926,378886.567465955
1927,139287.795644769
1928,155008.700358563
1929,124065.911587626
1930,127959.075428812
1931,136479.878548055
1932,134364.15559997
1933,178104.52329665
1934,177740.080717827
1935,173055.721045575
1936,188359.728314251
1937,180683.463626232
1938,169864.773111781
1939,244998.692679309
1940,191781.570790044
1941,172272.927528268
1942,184569.024431358
1943,204963.965679497
1944,377413.480884243
1945,405200.19914208
1946,151100.01272871
1947,315030.490947074
1948,176168.607858577
1949,237776.973281592
1950,181727.637510847
1951,254504.840737971
1952,212293.599988815
1953,163257.220695593
1954,191656.904559294
1955,138272.956495894
1956,322943.388045452
1957,153958.69185635
1958,293008.661502744
1959,137145.17680552
1960,118183.803822805
1961,120531.985801013
1962,95217.4493891723
1963,100524.594153375
1964,105902.205916098
1965,144884.417529981
1966,157558.497481067
1967,290329.58786185
1968,426225.511509944
1969,410407.748387627
1970,456885.71941219
1971,446130.648223304
1972,366831.35571711
1973,273835.829957716
1974,324820.270354011
1975,475123.460535983
1976,279759.35805676
1977,356000.264734128
1978,386259.904056259
1979,331504.244913
1980,196719.235982778
1981,348176.019301219
1982,211901.709837625
1983,200622.532793629
1984,170824.377556705
1985,220099.718572035
1986,216303.342785054
1987,179152.092327825
1988,177298.851060483
1989,190620.559676031
1990,213422.361144121
1991,219347.13414861
1992,202748.220655216
1993,171748.08743656
1994,230334.498431537
1995,184211.592679964
1996,246336.453203987
1997,324541.305017784
1998,344578.708545785
1999,268649.910124014
2000,317566.681259309
2001,269679.615684153
2002,250640.899002543
2003,267523.744167243
2004,269289.628951802
2005,223345.576058657
2006,221630.287903093
2007,248135.538023193
2008,216116.438882348
2009,187975.764661714
2010,192286.206817145
2011,143179.457819901
2012,176798.844035979
2013,179937.729514291
2014,182219.080923549
2015,203556.31245278
2016,185811.426725082
2017,194445.054671884
2018,125389.3228821
2019,131970.269369924
2020,110762.421954003
2021,111494.50578258
2022,188404.346584985
2023,136787.473051678
2024,264520.668935891
2025,371360.814516441
2026,185195.472786017
2027,148712.243513805
2028,153136.37307351
2029,164214.522481221
2030,269138.791214669
2031,227930.902602736
2032,246261.778028529
2033,269367.356845827
2034,169853.16642804
2035,211770.9820497
2036,198235.638351872
2037,205003.405901071
2038,300586.565765009
2039,224798.872932949
2040,306085.598773069
2041,288243.920904983
2042,203884.240095694
2043,174847.444082318
2044,157897.93243927
2045,206311.261114435
2046,145816.379909021
2047,148084.827269824
2048,138368.238813343
2049,137149.746672606
2050,185764.122553115
2051,107788.610246072
2052,131086.033043425
2053,149629.577920044
2054,83460.4271955994
2055,159177.692018471
2056,139863.193691009
2057,123800.657458853
2058,214613.485681776
2059,136142.552166738
2060,169626.427517209
2061,174491.675943946
2062,137223.135689739
2063,117925.739711242
2064,142650.23370071
2065,119801.305864157
2066,162787.701034333
2067,114934.879199852
2068,138302.708053156
2069,83215.5965513556
2070,110953.902339091
2071,88721.9653290638
2072,125896.728399739
2073,135538.759782197
2074,173564.266005408
2075,148908.188508348
2076,122687.886375533
2077,159161.88871735
2078,132687.236482491
2079,129202.204476452
2080,117224.762315869
2081,128345.854313543
2082,125559.236898352
2083,145944.279322321
2084,116890.237609355
2085,124614.006315577
2086,102074.701230724
2087,121263.29396895
2088,95145.8104098808
2089,74050.7856971977
2090,127920.689982774
2091,119760.499388483
2092,119185.309235776
2093,116792.937173968
2094,123229.461283567
2095,145996.249129381
2096,77293.4151678691
2097,97083.1548412879
2098,139496.675830921
2099,55466.8569644927
2100,81292.7761432717
2101,118541.183127556
2102,134148.079570012
2103,102863.008085213
2104,131115.762254385
2105,128894.884375645
2106,60858.9742238815
2107,190530.795578423
2108,116747.8059911
2109,112997.733915027
2110,129567.018190816
2111,153938.22283334
2112,141330.375906049
2113,124960.004657028
2114,109911.719700857
2115,160147.730167217
2116,114858.845791915
2117,149294.391133606
2118,125323.698724352
2119,111064.067727771
2120,112191.339261999
2121,91183.6399837936
2122,102947.500044025
2123,87336.7357772184
2124,173073.893789451
2125,126544.838678346
2126,155916.363050405
2127,152406.29183832
2128,127980.24222349
2129,96484.3652374257
2130,133379.969535017
2131,142823.999314123
2132,114054.506386616
2133,121267.519499578
2134,111663.12029741
2135,88353.5677790446
2136,65764.3208831887
2137,111719.006161891
2138,132133.867527113
2139,151183.61170732
2140,139239.871282083
2141,136394.534489945
2142,131961.606600965
2143,139742.040696745
2144,119101.783592756
2145,138380.604340404
2146,158031.652072328
2147,137531.965797608
2148,126406.636180198
2149,140112.160688281
2150,237208.426808554
2151,120702.798162492
2152,166980.993562633
2153,165334.492779122
2154,106480.943075313
2155,137667.936087837
2156,256948.72120334
2157,226972.985370355
2158,235156.984659443
2159,214996.557867436
2160,176948.804729453
2161,234357.862721821
2162,374958.699709105
2163,324353.647620217
2164,243943.70854534
2165,195545.479198636
2166,146860.661545544
2167,220088.809918844
2168,192543.934700474
2169,200003.119997963
2170,214228.585296733
2171,150284.552824021
2172,135480.539727958
2173,172044.739142923
2174,230860.300870069
2175,299781.636406752
2176,315702.000155098
2177,239522.006611156
2178,208342.396813957
2179,144614.053391225
2180,200366.182682777
2181,190960.592122799
2182,219505.050710362
2183,188032.26197625
2184,123202.034686439
2185,126460.19852871
2186,138402.854604269
2187,157258.690062424
2188,156339.395470154
2189,191398.611233131
2190,82041.5682461555
2191,86189.9292714718
2192,93295.5382416143
2193,101659.66143186
2194,102178.694315819
2195,112521.798781597
2196,99676.6629572783
2197,115945.446537348
2198,162397.672383918
2199,168683.674055016
2200,145127.730602663
2201,151577.836396332
2202,216602.10176614
2203,153702.33134274
2204,189058.994006353
2205,121629.438072593
2206,137687.533471681
2207,220208.170517306
2208,256902.561629563
2209,221206.642444649
2210,115938.840897961
2211,110059.231031784
2212,113624.755567913
2213,105885.256498089
2214,126383.31841683
2215,100261.078642659
2216,148307.798179702
2217,65948.6923231952
2218,80939.3802176529
2219,73740.1083424779
2220,69293.5653793815
2221,320358.417572605
2222,277262.51498219
2223,273501.571409617
2224,199177.032074667
2225,117505.045887777
2226,173496.677320619
2227,205514.502148774
2228,269675.12097504
2229,239166.497001502
2230,155536.940486166
2231,215141.294462687
2232,178561.151170511
2233,179331.848321672
2234,231204.68853027
2235,217064.942927971
2236,254088.593554312
2237,316064.875070438
2238,193179.666679538
2239,103385.617116109
2240,156472.306150294
2241,150524.195076688
2242,132171.127619507
2243,129141.607446667
2244,104947.767865888
2245,99962.902296342
2246,149775.140528919
2247,101281.472936343
2248,127137.110284847
2249,127820.682974333
2250,135514.113391661
2251,104019.329345409
2252,169712.337807433
2253,154119.539478947
2254,176041.295940448
2255,185982.321515657
2256,184179.490565657
2257,200252.915100387
2258,170721.521573683
2259,177424.077887016
2260,154006.801746652
2261,196511.234449472
2262,213711.496925247
2263,388700.20126643
2264,444424.664065973
2265,162713.881204658
2266,295308.003690437
2267,399225.234451443
2268,422931.46399896
2269,140296.21066475
2270,191862.930508024
2271,222315.502716157
2272,197588.606648661
2273,165887.709011251
2274,174967.682606898
2275,148362.397461735
2276,190960.93022822
2277,181166.713643979
2278,150655.1223107
2279,130235.916853399
2280,119403.678080338
2281,155053.724219882
2282,167860.63541952
2283,101019.633853665
2284,111764.371148903
2285,159371.111710755
2286,125434.084597156
2287,362787.356010995
2288,272625.974290201
2289,403369.946006528
2290,442871.731063238
2291,335365.20000905
2292,442759.25895444
2293,456928.810242845
2294,424361.62660984
2295,416224.58606056
2296,280691.471619992
2297,326507.490025381
2298,325070.608979796
2299,384311.474189793
2300,349918.4410905
2301,285178.03929115
2302,256285.715899754
2303,251095.972153289
2304,256061.324151698
2305,183845.328349219
2306,180941.032086692
2307,184050.070976009
2308,233011.523293639
2309,272771.870843123
2310,207315.667551531
2311,197848.113856304
2312,182997.374289975
2313,175177.787914534
2314,177173.164604872
2315,179148.632209063
2316,183058.74633125
2317,180744.518419713
2318,177295.376072362
2319,180877.24143635
2320,182519.214494158
2321,242947.308820355
2322,177416.485991101
2323,191828.690144792
2324,175138.623515343
2325,205903.864117357
2326,173255.426477171
2327,208556.743952642
2328,225983.75117019
2329,184566.728751568
2330,177551.081165513
2331,351838.628770158
2332,424488.355260856
2333,322357.614199877
2334,258056.779591853
2335,275317.039051434
2336,325740.191906001
2337,197758.680119456
2338,278862.394687358
2339,222517.02638818
2340,375864.149433435
2341,223783.895759312
2342,237444.672174094
2343,227589.950065338
2344,230517.868698251
2345,245840.937303804
2346,211881.622788812
2347,198481.20344808
2348,238676.910604374
2349,187540.150650218
2350,286505.462713901
2351,254653.15864162
2352,252145.029721417
2353,238463.648000709
2354,129499.50703029
2355,154758.469857731
2356,153513.756382902
2357,190301.586502596
2358,193047.625039795
2359,126531.876893711
2360,118700.835998679
2361,138510.613259931
2362,266287.202099168
2363,144872.634792926
2364,157712.22399174
2365,210984.478663511
2366,197310.089064158
2367,230422.015545906
2368,219064.755495462
2369,224114.881946976
2370,165954.456513156
2371,167776.250333519
2372,191740.450203648
2373,283720.644563927
2374,317164.56963482
2375,254607.9726912
2376,282302.657339709
2377,374591.20329259
2378,145784.858551395
2379,191850.462479359
2380,143175.041936067
2381,162277.676776382
2382,199883.515809324
2383,199111.22517043
2384,235731.809362971
