"Id","SalePrice"
1461,122310.745887657
1462,160550.894660142
1463,193635.121527457
1464,200028.072351228
1465,189483.037321372
1466,175150.432412761
1467,192373.556291428
1468,164387.406421668
1469,191573.131483335
1470,133576.570325893
1471,217355.9001369
1472,81714.7154162128
1473,85702.0553781724
1474,139125.546827035
1475,103382.820016191
1476,300728.781925825
1477,195845.710249234
1478,211704.578145957
1479,237728.672108763
1480,452786.591597943
1481,300914.97099709
1482,191740.556312672
1483,162769.847976659
1484,168693.0752186
1485,153468.528830937
1486,197292.354437121
1487,305006.969084279
1488,218986.492202033
1489,168719.783122637
1490,244040.243897805
1491,175574.047236553
1492,113108.915909576
1493,182612.003288639
1494,250711.545052017
1495,297347.380151733
1496,257614.104500081
1497,193131.458020155
1498,143029.846089855
1499,134104.106147604
1500,131628.620301546
1501,140219.79763342
1502,121454.436610792
1503,192563.34927167
1504,228575.42991607
1505,235321.657024857
1506,242614.73302736
1507,345073.434665378
1508,204744.653774069
1509,172261.572515239
1510,151813.706263346
1511,162757.585314144
1512,203213.324560702
1513,173980.923192913
1514,168629.218641173
1515,327360.488214394
1516,129069.767169635
1517,152963.398914411
1518,201654.405244737
1519,216396.214559454
1520,150540.802731015
1521,154420.018911548
1522,188036.441327299
1523,138802.712366348
1524,127780.963328368
1525,122780.08887722
1526,123040.778328303
1527,119538.623329098
1528,156024.369156318
1529,157201.751568511
1530,205471.526089005
1531,148869.412682911
1532,84152.3801085666
1533,181699.988346184
1534,140138.116057446
1535,183014.21511955
1536,133308.686416298
1537,101162.527002413
1538,146750.079928626
1539,212915.981953882
1540,136642.956774952
1541,148274.884576444
1542,196022.664196958
1543,230273.938836779
1544,104326.699187838
1545,120301.54770677
1546,129863.794744662
1547,148287.187404397
1548,150335.641994323
1549,121152.96368001
1550,159234.949864346
1551,137537.341525201
1552,170434.50014114
1553,104624.709651593
1554,133831.080017569
1555,198273.745483218
1556,110747.632185212
1557,106999.329850158
1558,108505.572324316
1559,112324.849112428
1560,168339.835174106
1561,170016.799966979
1562,130697.976413283
1563,131492.991392888
1564,206312.115288122
1565,150668.344133083
1566,202958.057507534
1567,96097.6110566711
